Name;Str.;Hnr.;PLZ;Ort;Landkreis;Ansprechpartner;Tel.;Fax;E-Mail;Webseite;Kategorie;Angebote;"HTML-Inhalt ""weitere Infos""";lat;lng
"Demenzberatung Landkreis Mecklenburgische Seenplatte";Platanenstraße;43;17033;Neubrandenburg;"LK Mecklenburgische Seenplatte";;"0395 57087 3030";;demenzberatung@lk-seenplatte.de;https://lk-mecklenburgische-seenplatte.de/;Beratung;"Sozialpsychiatrische Beratung, Rechtliche Betreuung, Demenzberatung";"<p><strong>Unabhängige Demenzberatung </strong><u><br /> </u></p> <p>Angebote für Angehörige und Betroffene:</p> <div> <ul> <li>Informationen zu Krankheitsbild, Diagnose sowie Hilfs- und Unterstützungsangeboten</li> <li>Hinweise zum Umgang mit herausfordernden Verhaltensweisen Betroffener</li> <li>Persönliche Gespräche zur Lebenssituation</li> <li>Hinweise zur Kommunikation mit demenzkranken Angehörigen</li> </ul> <p>Suchen Sie so früh wie möglich Beratung und Hilfe! Wir sind gern für Sie da!</p> </div> <p>&nbsp;</p> <p><strong>Sozialpsychiatrischer Dienst</strong></p> <div class=""adressen_links"">Regionalstandort Neubrandenburg<br /> Gesundheitsamt / Sozialpsychiatrischer Dienst<br /> Platanenstraße 43, 17033 Neubrandenburg</div> <div class=""adressen_rechts""> <p>Telefon: 0395 570875360</p> <p>Ansprechpartner in <a class=""csslink_intern"" href=""https://www.lk-mecklenburgische-seenplatte.de/Schnellnavigation/Suche/index.php?La=1&amp;object=tx,2761.496.1&amp;kat=&amp;kuo=2&amp;sub=0"" target=""_self"">Demmin</a>  <a class=""csslink_intern"" href=""https://www.lk-mecklenburgische-seenplatte.de/Schnellnavigation/Suche/index.php?La=1&amp;object=tx,2761.498.1&amp;kat=&amp;kuo=2&amp;sub=0"" target=""_self"">Neubrandenburg</a>  <a class=""csslink_intern"" href=""https://www.lk-mecklenburgische-seenplatte.de/Schnellnavigation/Suche/index.php?La=1&amp;object=tx,2761.500.1&amp;kat=&amp;kuo=2&amp;sub=0"" target=""_self"">Neustrelitz</a>  <a class=""csslink_intern"" href=""https://www.lk-mecklenburgische-seenplatte.de/Schnellnavigation/Suche/index.php?La=1&amp;object=tx,2761.501.1&amp;kat=&amp;kuo=2&amp;sub=0"" target=""_self"">Waren (Müritz)</a>  <a class=""csslink_intern"" href=""https://www.lk-mecklenburgische-seenplatte.de/Schnellnavigation/Suche/index.php?La=1&amp;object=tx,2761.502.1&amp;kat=&amp;kuo=2&amp;sub=0"" target=""_self"">Woldegk / Friedland</a>  <a class=""csslink_intern"" href=""https://www.lk-mecklenburgische-seenplatte.de/Schnellnavigation/Suche/index.php?&amp;object=tx,2761.1&amp;ModID=9&amp;FID=2761.11.1&amp;call=suche&amp;KatID=0&amp;kat=&amp;kuo=1&amp;bn=0&amp;sfname=0&amp;sfkat=0&amp;sfplz=0&amp;sfort=0&amp;k_sub=0&amp;La=1"" target=""_self"">Malchin </a>auf der <a href=""https://www.lk-mecklenburgische-seenplatte.de/Schnellnavigation/Suche/Sozialpsychiatrischer-Dienst.php?object=tx,2761.2.1&amp;ModID=10&amp;FID=2037.112.1&amp;NavID=2761.3&amp;La=1&amp;ort="">Internetseite</a></p> </div> <p><strong><br /> Betreuungsbehörde</strong></p> <div class=""adressen_links"">Regionalstandort Neubrandenburg<br /> Gesundheitsamt/ Betreuungsbehörde<br /> Woldegker Straße 6, 17033 Neubrandenburg</div> <div class=""adressen_rechts"">Telefon: 0395 57087 4396</div> <p>Für Ihre persönliche Zukunft können Sie Vorsorgeregelungen treffen, in Form einer Vorsorgevollmacht, einer Betreuungsverfügung oder einer Patientenverfügung (www.bmj.bund.de).<br /> Informationen zu diesen Vorsorgeregelungen, aber auch zum Betreuungsrecht, erhalten Sie in der Betreuungsbehörde des Gesundheitsamt des Mecklenburgische Seenplatte an den Regionalstandorten <a class=""csslink_intern"" href=""https://www.lk-mecklenburgische-seenplatte.de/Schnellnavigation/Suche/index.php?La=1&amp;object=tx,2761.407.1&amp;kat=&amp;kuo=2&amp;sub=0"" target=""_self"">Neustrelitz</a>, <a class=""csslink_intern"" href=""https://www.lk-mecklenburgische-seenplatte.de/Schnellnavigation/Suche/index.php?La=1&amp;object=tx,2761.408.1&amp;kat=&amp;kuo=2&amp;sub=0"" target=""_self"">Neubrandenburg</a>, <a class=""csslink_intern"" href=""https://www.lk-mecklenburgische-seenplatte.de/Schnellnavigation/Suche/index.php?La=1&amp;object=tx,2761.406.1&amp;kat=&amp;kuo=2&amp;sub=0"" target=""_self"">Demmin</a> und <a class=""csslink_intern"" href=""https://www.lk-mecklenburgische-seenplatte.de/Schnellnavigation/Suche/index.php?La=1&amp;object=tx,2761.409.1&amp;kat=&amp;kuo=2&amp;sub=0"" target=""_self"">Waren (Müritz)</a>.<br /> <em><br /> Außenstellen befinden sich in<br /> </em><br /> Malchin Tel.: 03994/29 99 88 4<br /> Basedower Straße 74/ Haus A, 17139 Malchin Fax: 03994/23 99 74</p> <p>Altentreptow Tel.: 03961/270-222<br /> Rudolf-Breitscheid-Str. 28, 17087 Altentreptow Fax: 03961/270-200</p> <p>&nbsp;</p>";53.5189028;13.2577678
"Kontakt- und Informationsstelle Rostock";Kuphalstr.;77;18069;Rostock;"KS Rostock";;"0381 4904925";;info@selbsthilfe-rostock.de;https://www.selbsthilfe-rostock.de;Selbsthilfe;"Angehörigengruppe, Kontakt- und Informationsstelle";"<p>Bietet u.a. an:</p> <p>Angehörigen-Selbsthilfegruppe Demenz Südstadt:</p> <ul class=""adresse""> <li>Treffen von pflegenden Angehörigen, Austausch der Betroffenen u. Hilfe zur Selbsthilfe</li> </ul>";54.094807;12.0855542
"Bad Doberaner SV 90 e.V.";"Schwaaner Chaussee ";2;18209;"Bad Doberan";"LK Rostock";;"038203 62520";;sport@doberanersv.de;https://www.vbrs-mv.de/rehasport-suche;Therapie;Reha-Sport;"<p>Angebote siehe auch <a href=""https://www.vbrs-mv.de/rehasport-suche"">VBRS M-V</a></p>";54.0941086;11.9015138
"Verband für Behinderten- und Rehabilitationssport M-V e.V.";Kopernikusstr.;17a;18057;Rostock;"KS Rostock";;"0381 / 72 17 51";;kontakt@vbrs-mv.de;https://www.vbrs-mv.de;Therapie;Reha-Sport;"<p>Alle Reha-Sportgruppen für Menschen mit Demenz finden Sie in der Suchdatenbank  <a href=""https://reha-sportsuche.de/?lat=54.0901038&amp;lng=12.1058668&amp;z=12"">hier</a></p> <p>&nbsp;</p>";54.0844645;12.0902514
"Betreuungsverein St. Anna";"Schlossstraße ";24;19053;Schwerin;"KS Schwerin";;"0385 5515823";"0385 5515832";betreuung-schwerin@caritas-mecklenburg.de;https://www.caritas-mecklenburg.de/caritas-vor-ort/region-schwerin/betreuungsverein/betreuungsverein;Beratung;"Rechtliche Betreuung";;53.6275439;11.4132615
"Caritas Güstrow - Betreuungsverein St. Franziskus";"Schweriner Straße";97;18273;Güstrow;"LK Rostock";;"03843 721330";;betreuung-guestrow@caritas-im-norden.de;https://www.caritas-mecklenburg.de/caritas-vor-ort/region-rostock/betreuung/betreuungsverein;Beratung;"Rechtliche Betreuung";;53.7937436;12.1698659
"Caritas Rostock - Betreuungsverein St. Vinzenz";Augustenstrasse;85;18055;Rostock;"KS Rostock";;"0381 45472 0";;rostock@caritas-im-norden.de;https://www.caritas-mecklenburg.de/caritas-vor-ort/region-rostock/betreuung/betreuungsverein;Beratung;"Rechtliche Betreuung";"<p>Beratung in den Bereichen:</p> <p>Leben im Alter<br /> Inklusionsangebote für Menschen mit Beeinträchtigung<br /> Hospizdienste</p>";54.0841842;12.1318406
"Betreuungsverein SOLID e.V.";"Dierkower Damm";29;18146;Rostock;"KS Rostock";;"0381 7680427";;hauptvogel-solid@web.de;;Beratung;"Rechtliche Betreuung";;54.0985757;12.1549128
"Hanse- und Universitätsstadt Rostock";Paulstraße;22;18055;Rostock;"KS Rostock";;"0381 381 - 0";"0381 381 5350";info@rostock.de;https://rathaus.rostock.de;Beratung;"Sozialpsychiatrische Beratung, Rechtliche Betreuung";"<p><strong>Gesundheitsamt / </strong><strong>Sozialpsychiatischer Dienst</strong><br /> Paulstr. 22, 18055 Rostock</p> <p>Telefon: 0381 381-5344<br /> Telefax: 0381 381-5350</p> <p><strong>Gesundheitsamt / </strong><strong>Betreuungsbehörde</strong><br /> Paulstr. 22, 18055 Rostock</p> <p>Telefon: 0381 381-5141<br /> Telefax: 0381 381-5398</p>";54.0832154;12.1340438
"compass private pflegeberatung";"Gustav-Heinemann-Ufer ";74c;50968;Köln;"KS Schwerin";;"+49 221 93332 4219";;katja.seidel@compass-pflegeberatung.de;https://www.compass-pflegeberatung.de;Beratung;"Demenzberatung, Pflegeberatung / Private Krankenversicherung";"<p>Die Pflegeberater von compass sind in ganz Deutschland vor Ort und kennen sich im Thema Pflege und in den Regionen bestens aus. Eine Beratung durch compass hilft, der Herausforderung Pflege zu begegnen und unterstützt kostenfrei und unabhängig genau dort, wo Ihr Bedarf besteht – telefonisch oder auch vor Ort.</p> <p>Als unabhängige Gründung des PKV-Verbandes erfüllt compass den Beratungsanspruch aller privat Versicherten.</p> <p class=""medium"">";50.9130028;6.9705439
"Sozius Pflege- und Betreuungsdienste Schwerin";"Wismarsche Str.";298;19055;Schwerin;"KS Schwerin";;"0385 30 30 810";;info@sozius-schwerin.de;https://www.sozius-schwerin.de;Wohnen;"Wohnen für Menschen mit Demenz";"<p>In der Pflegeeinrichtung Haus Lankow in der Ratzeburger Str. 8a  wird im Erdgeschoss eine Wohnform für Menschen mit Demenz angeboten. Alle Informationen dazu im Servicebüro.</p>";53.6454741;11.4072093
"Singkreis für Menschen mit Demenz am Konservatorium Schwerin";Puschkinstr.;6;19055;Schwerin;"KS Schwerin";;"0385 59127-43";;klehmann@schwerin.de;https://www.schwerin.de/kultur-tourismus/kunst-kultur/musik-kunstschulen/konservatorium/kollegium-des-konservatoriums/angebote-fuer-seniorinnen-und-senioren/;Freizeit;"Musik &amp; Tanz";"<p>Gemeinsames Singen für Menschen mit Demenz und ihre Angehörigen unter dem Motto</p> <p><strong>„W</strong><strong>o man singt&#8230;fühlt man sich wohl!“</strong></p> <p>Mittwochs von 11 bis 12 Uhr</p> <p>Für die Teilnahme sind keine Chorerfahrungen oder Notenkenntnisse erforderlich, nur die Freude am gemeinsamen Singen und Austausch zählt!</p> <p>Jeden Mittwoch um 11 Uhr (außer in den Schulferien) treffen sich Menschen beim Singkreis des Konservatoriums Schwerin im Brigitte Feldtmann Saal, um gemeinsam zu singen, zu lachen und sich an die Lieder ihrer Kindheit zu erinnern. Unter der Leitung von Cornelia Kurek geht es erst einmal mit dem Einsingen los. Dann folgt gleich ein rituelles Begrüßungslied, welches die Teilnehmenden auf die gemeinsame Zeit einstimmt. Am Ende darf das wiederkehrende Abschiedslied nicht fehlen. Der Singkreis besteht aus sangesfreudigen Menschen mit einer Demenzerkrankung und ihrer jeweiligen Begleitperson. Alle freuen sich auf neue Stimmen. Gesungen werden der Jahreszeit entsprechende Volkslieder, Schlager aus vergangener Zeit, aber auch Lieder unserer Tage, die mit überschaubaren Texten und eingängigen Melodien die Herzen der Sängerinnen und Sänger erobern. Wer zukünftig mitsingen möchte, kommt einfach ab Mai 2023 zu einer Mittwochsprobe dazu. Für Menschen mit eingeschränkter Bewegung gibt es einen Fahrstuhl, um den Saal in der 1. Etage in der Puschkinstraße 6 zu erreichen.</p>";53.6317309;11.4171503
"Kontakt-, Informations- und Beratungsstelle für Selbsthilfegruppen Schwerin";Spieltordamm;9;19055;Schwerin;"KS Schwerin";"Sabine Klemm";"0385 3924333";;info@kiss-sn.de;https://www.kiss-sn.de;Selbsthilfe;"Kontakt- und Informationsstelle";"<p>Selbsthilfegruppen finden oder gründen</p>";53.6367416;11.4133093
"ARGUS Schwerin e.V.";"Wittenburger Str.";116;19059;Schwerin;"KS Schwerin";;"0385-7589040 ";;info@argus-schwerin.de;https://www.argus-schwerin.de/;Therapie;"Reha-Sport, Körperbezogene Therapie, Bewegung und Sport";"<p><strong>Reha-Sportangebot &#8211; </strong><br /> <strong>offen für Menschen mit Demenz</strong></p> <p>Bewegungsangebote, die geistig und körperlich ertüchtigen und Angehörige entlasten.<br /> Montags um 15:00 sowie um 16:00 Uhr in der ARGuS-Sporthalle.</p> <p>Wir bitten um Anmeldung.</p>";53.6286356;11.394799
"Augustenstift zu Schwerin - Wohngemeinschaft für Menschen mit Demenz";Gartenhöhe;6c;19055;Schwerin;"KS Schwerin";;"(0385) 30 30 810";;beratungszentrum@nfm-schwerin.de;https://www.augustenstift.de/servicebueros.html;Pflege;"Tagespflege, Kurzzeitpflege, Verhinderungspflege, Wohnen für Menschen mit Demenz";"<h1>Ambulant betreute Wohngemeinschaft für Menschen mit Demenz</h1> <p>Ein weitestgehend selbstständiges Leben für Menschen mit Demenz bietet die speziell darauf eingestellte ambulant betreute Wohngemeinschaft in der Gartenhöhe 6c.</p>";53.6224206;11.4071324
"Sozialpsychiatrischer Dienst - Schwerin";"Am Packhof";2-6;19053;Schwerin;"KS Schwerin";;"0 385 545-2832 und weitere";;gesundheitsamt@schwerin.de;https://www.schwerin.de/mein-schwerin/leben/gesundheit/beraten-helfen/sozialpsychiatrischer-dienst/;Beratung;"Sozialpsychiatrische Beratung, Pflegestützpunkt, Rechtliche Betreuung";"<p><strong>Sozialpsychiatrischer Dienst</strong></p> <p>Der Sozialpsychiatrische Dienst berät vertraulich Betroffene, ihre Angehörigen, Nachbarn und andere Kontaktpersonen. Die Beratung ist kostenlos und ohne Überweisung möglich. Im Bedarfsfall werden Hausbesuche durchgeführt.</p> <p>Unsere Sprechzeiten sind:<br /> Montag &#8211; 08:00 bis 16:00 Uhr<br /> Dienstag &#8211; 08:00 bis 18:00 Uhr<br /> Donnerstag &#8211; 08:00 bis 18:00 Uhr<br /> sowie nach Vereinbarung</p> <p>KONTAKT:<br /> Telefon: (0385-)<br /> Frau Heilmann &#8211; 545- 2823<br /> Herr Hüselitz &#8211; 545- 2825<br /> Frau Mannheim &#8211; 545- 2842<br /> Frau Thorn &#8211; 545- 2819<br /> Frau Kubbutat &#8211; 545- 2820<br /> Frau Warnke &#8211; 545- 2833</p>";53.63212;11.40828
"Zebef e.V.";Alexandrinenplatz;1;19288;Ludwigslust;"LK Ludwigslust-Parchim";"Fabian Vogel";" 03874 571800";;zebef@zebef.de;http://www.zebef.de/;"Schulung von Ehrenamtlichen";"Schulung von Ehrenamtlichen, Angehörigengruppe, Angehörigenschulung, Begegnung (MGH), seniorTrainer";"<p>Informationen über Gesprächsgruppen und Schulungen zum Thema Demenz beim Anbieter comtact <a href=""https://www.comtact-dienste.de/leistungen/helferkreis/"">hier</a></p>";53.3249616;11.4978027
"AWO Seniorenzentrum ""Haus am Wedenberg""";"Am Hohlweg";2;18236;Kröpelin;"LK Rostock";"Sandra Giese";"038292 85410";;hl.sz@awo-doberan.care;https://www.awo-seniorenzentrum-kroepelin.de/;Pflege;"Wohnen für Menschen mit Demenz";"<p>Unsere Einrichtung verfügt über 81 Plätze, davon 30 für unsere demenziell erkrankten Bewohner. Alle Zimmer sind voll ausgestattet und können mit eigenen Möbeln ergänzt werden. Kleine Küchen in jedem Wohnbereich fördern die Selbstständigkeit. Teilweise sind die Zimmer mit Balkon oder Terrasse ausgestattet. Haustiere sind willkommen. Kostenloses WLAN steht auf Anfrage zur Verfügung.</p>";54.0744156;11.7952822
"ASKLEPIOS Klinik Parchim";John-Brinckman-Straße;8-10;19370;Parchim;"LK Ludwigslust-Parchim";"Dr. med. Tobias Hess";"03871 37 1711";"03871 372470";info.parchim@asklepios.com;https://www.asklepios.com/parchim/;Diagnose;"Klinik, Ergotherapie, Physiotherapie, Körperbezogene Therapie, Kurzzeitpflege";"<p><strong>Fachbereich Geriatrie</strong><br /> Gemeinsam arbeiten wir daran, die Lebensqualität und die Selbstständigkeit unserer hochbetagten Patienten zu erhalten beziehungsweise wiederherzustellen. Unser Ziel ist es, Ihnen eine möglichst eigenständige Lebensführung im gewünschten Wohnumfeld zu ermöglichen. Wir bieten eine umfassende und moderne Behandlung, die auf die besonderen Bedürfnisse älterer und multimorbider (mehrfach erkrankter) Menschen spezialisiert ist.</p>";53.4300098;11.8546878
"Sozialpsychiatrischer Dienst - Standort Ludwigslust";Garnisonstr.;1;19288;Ludwigslust;"LK Ludwigslust-Parchim";;"03871 722-0";;;https://www.kreis-lup.de/?object=tx,3378.6642.1;Beratung;"Sozialpsychiatrische Beratung, Pflegestützpunkt, Rechtliche Betreuung";"<p>Fachdienst Gesundheit</p> <p><strong>Sozialpsychiatrischer Dienst</strong><br /> Annette Dietzel<br /> Telefon 03871 722 5356<br /> annette.dietzel@kreis-lup.de</p> <p><strong>Betreuungsbehörde</strong><br /> Juliane Graap<br /> Telefon.03871.722.5341<br /> juliane.graap@kreis-lup.de</p>";53.3244914;11.4969238
"Sozialpsychiatrischer Dienst - Standort Parchim";"Putlitzer Str.";25;19370;Parchim;"LK Ludwigslust-Parchim";;"03871 722-0";"03871 722 77 7777";info@kreis-lup.de;https://www.kreis-lup.de/leben-im-landkreis/gesundheit-soziales/pflegeportal/;Beratung;"Sozialpsychiatrische Beratung, Pflegestützpunkt, Rechtliche Betreuung";"<p>Fachdienst Gesundheit</p> <p><strong>Sozialpsychiatrischer Dienst</strong></p> <p>Dr. Sven Ribback<br /> Telefon: 03871 7225350<br /> sven.ribback@kreis-lup.de</p> <p><strong>Betreuungsbehörde</strong></p> <p>Birgit Rathsack<br /> Telefon 03871 722 5344<br /> birgit.rathsack@kreis-lup.de</p>";53.419158;11.8421071
"Tagespflege Pflegebienchen Bad Doberan";Bussardstraße;3;18209;"Bad Doberan";"LK Rostock";"Carolin Lubetzki";"038203 64 92 97";;tagespflege@pflegebienchen.de;https://www.pflegebienchen.de/;Selbsthilfe;"Angehörigengruppe, Tagespflege";"<p>In der Tagespflege „Pflegebienchen“ trifft sich an jedem letzten Dienstag im Monat um 16.15 Uhr die Selbsthilfegruppe für Angehörige von an Demenz erkrankten Menschen. Interessierte sind herzlich eingeladen.</p>";54.1148819;11.9079379
"Meckcura Pflegezentrum am Lindengarten Wismar";Mühlenstraße;32;23966;Wismar;"LK Nordwestmecklenburg";"Annika Kühnel";"03841 2271671";;a.kuehnel@meckcura.de;https://www.meckcura.de/pflegedienst-wismar/;Pflege;"Tagespflege, Wohngemeinschaft für Menschen mit Demenz, Wohnen für Menschen mit Demenz";"<div class=""contacts-block""> <div class=""single-location""> <div class=""single-location-contact-list d-flex flex-wrap justify-content-between""> <div class=""single-location-contact d-flex""> <div class=""text""><strong>Ambul. Pflege &amp; Senioren-WGs</strong><br /> Janine Rudloff</div> </div> <div class=""single-location-contact d-flex""> <div class=""icon-btn medium"" title=""Telefon/Fax""> <div class=""icon-wrapper""></div> </div> <ul> <li class=""contact-data__item"">Telefon <a href=""tel:038413759859"">03841 3759859</a></li> <li class=""contact-data__item"">Fax <a href=""tel:038413759858"">03841 3759858</a></li> </ul> </div> <div class=""single-location-contact d-flex""> <div class=""icon-btn medium"" title=""Adresse""> <div class=""icon-wrapper""></div> </div> <div class=""text"">Mühlenstraße 32<br /> 23966 Wismar</div> </div> <div class=""single-location-contact d-flex""> <div class=""icon-btn medium"" title=""E-Mail""> <div class=""icon-wrapper""></div> </div> <div class=""text"">Senden Sie uns eine E-Mail<br /> <a href=""mailto:j.rudloff@meckcura.de"">j.rudloff@meckcura.de</a></div> </div> </div> </div> </div> <div class=""divider-space ""></div> <div class=""contacts-block""> <div class=""single-location""> <div class=""single-location-contact-list d-flex flex-wrap justify-content-between""> <div class=""single-location-contact d-flex""> <div class=""icon-btn medium"" title=""Ansprechpartner""> <div class=""icon-wrapper""></div> </div> <div class=""text""><strong>Kontakt für Tagespflege</strong><br /> Annika Kühnel</div> </div> <div class=""single-location-contact d-flex""> <div class=""icon-btn medium"" title=""Telefon/Fax""> <div class=""icon-wrapper""></div> </div> <ul> <li class=""contact-data__item"">Telefon <a href=""tel:038412271671"">03841 2271671</a></li> <li class=""contact-data__item"">Fax <a href=""tel:038412271672"">03841 2271672</a></li> </ul> </div> <div class=""single-location-contact d-flex""> <div class=""icon-btn medium"" title=""Adresse""> <div class=""icon-wrapper""></div> </div> <div class=""text"">Mühlenstraße 32<br /> 23966 Wismar</div> </div> <div class=""single-location-contact d-flex""> <div class=""icon-btn medium"" title=""E-Mail""> <div class=""icon-wrapper""></div> </div> <div class=""text"">Senden Sie uns eine E-Mail<br /> <a href=""mailto:a.kuehnel@meckcura.de"">a.kuehnel@meckcura.de</a></div> </div> </div> </div> </div>";53.8948172;11.4694078
"Meckcura Wundzentrum, ambulante Pflege, Wohngruppen - Villa Regenbogen Güstrow";"Schweriner Straße";89;18273;Güstrow;"LK Rostock";"Nadine Grambow";"03843 466662";"03843 773674";n.grambow@meckcura.de;https://www.meckcura.de/pflegedienst-guestrow/;Wohnen;"Wohngemeinschaft für Menschen mit Demenz";"<p>MeckCura bietet Ihnen in Güstrow einen <strong>ambulanten Pflegedienst</strong> für die Stadt und das Umland sowie <strong>betreute Wohngemeinschaften</strong> in der Villa Regenbogen. Außerdem stehen Ihnen mit unserem <strong><a href=""https://www.meckcura.de/wundzentrum-wundbehandlung/"">Wundzentrum</a></strong> unsere Experten zur Wundbehandlung zur Verfügung. Wir nehmen Sie gern in Empfang – rufen Sie an oder senden Sie eine E-Mail.</p>";53.7938828;12.167927
"Pflege- und Betreuungszentrum Tessin";Karl-Marx-Str.;16;18195;Tessin;"LK Rostock";;"038205 71700";"038205 71706";pflegezentrum@tessinum.de;https://www.tessinum.de/pflegezentrum/uebersicht;Pflege;"Tagespflege, Kurzzeitpflege, Verhinderungspflege";"<p><strong>Tagespflege</strong><br /> als eigenständige Einrichtung im Pflege- und Betreuungszentrum</p> <p><strong>Kurzzeitpflege sowie Urlaubs- und Verhinderungspflege im Pflege- und Betreuungszentrum</strong></p> <p>Für weitere Informationen stehen Ihnen zur Verfügung:<br /> Heimverwaltung: Urszula Koch &#8211; 038205 71-610<br /> Heimleitung: Janne Marie Rähse &#8211; 038205 71-700<br /> Pflegedienstleitung: Jana Gerber &#8211; 038205 71-707</p>";54.0274568;12.4600388
"GERIO Netzwerk zur Versorgung geriatrischer Patienten";Karl-Marx-Str.;16;18195;Tessin;"LK Rostock";"Dr. med. Antje Kloth";"038205 71 9207";"038205 71 101";info@gerio.de;http://www.gerio.de/;Beratung;"Rechtliche Betreuung, Demenz Partner - Schulungen";"<p>Zu den Themenfeldern des Netzwerks gehört:</p> <h5><strong>Demenz im öffentlichen Leben</strong></h5> <p>Das Ziel des Projekts besteht darin, Fortbildungen zum Thema Demenz für Menschen anzubieten, die in ihrem Beruf regelmäßig auf Erkrankte treffen, dies aber nicht Teil ihrer beruflichen Ausbildung ist (z.B. Polizei, Feuerwehr, Wohnungsgesellschaft, Einzelhandel). Wir wollen Berufsgruppen im Umgang mit Erkrankten schulen und Missverständnissen vorbeugen. Auch sollen so die Erkrankten selbst und ihre Angehörigen langfristig in die Gesellschaft integriert werden. Zudem sollen die Schulungen der Enttabuisierung des Themas Demenz dienen.</p> <p>Sprechen Sie uns an, wir informieren Sie gern.</p> <p>&nbsp;</p> <h5>Betreuungsverein</h5> <p>Zentrale Aufgabe des Fördervereins GERIO e.V. ist die Förderung des öffentlichen Gesundheitswesens sowie der Alten- und Behindertenhilfe. Der Förderverein widmet sich der Betreuung von Bedürftigen und Unterstützung von Angeboten für ältere Menschen, um ihre Teilhabe am gesellschaftlichen Leben zu unterstützen.</p> <p>Der Verein betreibt einen anerkannten Betreuungsverein, in dem sich die Betreuerinnen auf gerichtliche Bestellung um Personen kümmern, die aufgrund von Krankheit und Behinderung ihre persönlichen Angelegenheiten nicht alleine besorgen können.<br /> Kontakt: Förderverein GERIO e.V./ Anerkannter Betreuungsverein<br /> Tel.: 038205 71 &#8211; 385<br /> Fax: 038205 71 &#8211; 273<br /> E-Mail: betreuungsverein@gerio.de</p>";54.0274568;12.4600388
"Urlaub im Familienferiendorf Rerik";John-Brinckman-Straße;6c;18230;"Ostseebad Rerik";"LK Rostock";;"038296 72 112";"038296 72 111";feriendorf@awosano.de;https://www.awosano.de/familienferiendorf-rerik/urlaub-und-pflege.html;Freizeit;Urlaub;"<p><strong>Urlaub und Pflege &#8211; Urlaub für pflegende Angehörige und Demenzerkrankte </strong></p> <h5>Leistungen:</h5> <ul class=""start check""> <li>9 Übernachtungen in Ferienhäusern, ebenerdig – teilweise behindertengerechter Sanitärbereich</li> <li>Vollpension</li> <li>Unterstützung bei der Reiseplanung</li> <li>Tägliche Gruppenbetreuung durch 3 Pflegefachkräfte von 9:00 bis 12:45 Uhr und von 15:00 bis 18:30 Uhr</li> <li>Ausflüge und Freizeitaktivitäten</li> </ul> <p class=""text-right"">Alle Informationen dazu finden Sie auf der Website von <a href=""https://www.awosano.de/familienferiendorf-rerik/urlaub-und-pflege.html"">AWO SANO Rerik</a>.</p> <p>Jeder kann reisen: Suchen Sie weitere Urlaubsorte in Deutschland für sich und Ihren pflegebedürftigen Angehörigen empfehlen wir die Beratung im Verein <a href=""https://reisemaulwurf.de/"">Reisemaulwurf.</a></p> <div class=""awogrid-item awogrid-item-row4""> <div class=""ce_text block""> <p class=""text-right""> </div> </div>";54.1001909;11.6195022
"Sozialpsychiatrischer Dienst - Bad Doberan";Dammchausssee;30a;18209;"Bad Doberan";"LK Rostock";;"03843 755 53999";"03843 755-53805";SOZIALPSYCHIATRISCHERDIENST@LKROS.DE;https://www.landkreis-rostock.de/de/sozialpsychiatrischer-dienst/organisationseinheit/130/sachgebiet_sozialpsychiatrischer_dienst_standort_bad_doberan.html;Beratung;"Sozialpsychiatrische Beratung, Pflegestützpunkt, Rechtliche Betreuung";"<p><strong>Sozialpsychiatrischer Dienst</strong></p> <p>Telefon 03843 755 53999</p> <p><strong>Gesundheitsamt/ Betreuungsbehörde</strong></p> <p>Telefon: 03843 755 53999</p> <p>Anschriften und Sprechzeiten auf der Internetseite des Landkreises</p>";54.0994665;11.8760791
"Sozialpsychiatrischer Dienst - Standort Güstrow";"Am Wall";3-5;18273;Güstrow;"LK Rostock";;"03843 755-53999";"03843 755-53805";SOZIALPSYCHIATRISCHERDIENST@LKROS.DE;https://www.landkreis-rostock.de/de/psychiatriekoordination/organisationseinheit/6/sachgebiet_sozialpsychiatrischer_dienst_standort_guestrow.html;Beratung;"Sozialpsychiatrische Beratung, Pflegestützpunkt, Rechtliche Betreuung";"<p><strong>Sozialpsychiatrischer Dienst</strong></p> <p>Telefon 03843 755 53999</p> <p><strong>Gesundheitsamt/ Betreuungsbehörde</strong></p> <p>Telefon: 03843 755 53999</p> <p>Anschriften und Sprechzeiten auf der Internetseite des Landkreises</p>";53.79245;12.17193
"Kontakt- und Informationsstelle für Selbsthilfegruppen Bützow";"Rühner Landweg";25;18246;Bützow;"LK Rostock";"Andrea Bentzien";"03843 7761037";;kiss@diakonie-guestrow.de;https://www.diakonie-mv.de/hilfesuche/einrichtungssuche/details/kontakt-und-informationsstelle-fuer-selbsthilfe-kiss-686;Selbsthilfe;"Kontakt- und Informationsstelle";;53.8418087;11.9732941
"Selbsthilfegruppe für pflegende Angehörige";Predigerstr.;2;17166;Teterow;"LK Rostock";;"03996 1406395 ";;kiss@diakonie-guestrow.de;https://www.diakonie-guestrow.de/de/menscheninnot/selbsthilfegruppen/selbsthilfegruppen.html;Selbsthilfe;"Angehörigengruppe, Kontakt- und Informationsstelle";"<p><strong> Selbsthilfegruppe für pflegende Angehörige in der Tagespflege der Diakonie Teterow</strong></p> <p>Treff am letzten Montag im Monat um 13:00 Uhr in der KISS Teterow.</p>";53.7737385;12.5742754
